Ucl 2526 squads · CSV
Copy

Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Francis Amuzu,FWD,11,Belgium,26,25,5,4,1710,9,0,1,0,No,Winger
Stef Peeters,MID,8,Belgium,33,18,1,1,1260,2,0,2,0,No,Midfielder
Killian Sardella,DEF,17,Belgium,24,25,1,2,1800,3,0,2,0,No,Right-back
Théo Leoni,MID,14,Belgium,26,22,1,2,1530,3,0,2,0,No,Midfielder
Vertonghen Jan,DEF,3,Belgium,38,18,0,0,1260,0,0,1,0,No,Veteran centre-back
Christian Burgess,DEF,5,England,36,10,0,0,630,0,0,1,0,No,Centre-back
Weldon,FWD,9,Brazil,26,22,7,3,1530,10,0,1,0,No,Striker
Mykhaylo Mudryk,FWD,15,Ukraine,25,5,0,0,270,0,0,0,0,No,Winger (listed at Chelsea too)
Nicolas Raskin,MID,25,Belgium,25,28,2,3,2160,5,0,3,0,No,Central midfielder
Robin Veldman,MID,18,Netherlands,27,20,1,2,1350,3,0,1,0,No,Midfielder
Anders Dreyer,FWD,19,Denmark,28,25,5,5,1800,10,0,1,0,No,Winger
Samuel Bastien,MID,10,Belgium,32,18,2,2,1260,4,0,2,0,No,Midfielder
Lior Refaelov,MID,7,Israel,40,5,0,0,270,0,0,0,0,No,Veteran midfielder
Zinho Vanheusden,DEF,4,Belgium,27,15,0,0,990,0,0,2,0,No,Centre-back
Hendrik Van Crombrugge,GK,27,Belgium,35,12,0,0,1080,0,3,0,0,No,Goalkeeper
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Hennessey Wayne,GK,1,Wales,38,5,0,0,450,0,1,0,0,No,Veteran goalkeeper
Elia Caprile,GK,25,Italy,26,5,0,0,450,0,1,0,0,No,Goalkeeper (also at Napoli)
Ivan Provedel,GK,94,Italy,31,32,0,0,2880,0,11,1,0,Yes,First-choice goalkeeper
Elseid Hysaj,DEF,23,Albania,32,18,0,1,1260,1,0,2,0,No,Right-back
Nicolò Casale,DEF,15,Italy,28,25,1,0,1890,1,0,3,0,Yes,Centre-back
Mario Gila,DEF,5,Spain,25,22,0,0,1620,0,0,2,0,No,Centre-back
Nuno Tavares,DEF,11,Portugal,26,28,1,5,2160,6,0,3,0,No,Left-back
Adam Marušić,DEF,77,Montenegro,34,20,0,1,1440,1,0,2,0,No,Right-back
Luca Pellegrini,DEF,21,Italy,28,12,0,1,720,1,0,1,0,Yes,Left-back
Patric,DEF,26,Sweden,34,15,0,0,990,0,0,1,0,No,Centre-back
Guendouzi Mattéo,MID,8,France,27,30,2,4,2430,6,0,3,0,No,Central midfielder
Luis Alberto,MID,10,Spain,33,22,3,5,1620,8,0,2,0,No,Attacking midfielder
Cataldi Danilo,MID,32,Italy,31,18,1,2,1260,3,0,2,0,Yes,Midfielder
Fabián Ruiz,MID,8,Spain,29,5,0,0,315,0,0,0,0,No,Midfielder (listed at PSG)
Rovella Nicolò,MID,6,Italy,25,28,2,3,2160,5,0,3,0,Yes,Central midfielder
Dele Alli,MID,20,England,30,5,0,0,270,0,0,0,0,No,Veteran (injuries)
Vecino Matías,MID,22,Uruguay,34,10,0,1,540,1,0,1,0,No,Midfielder
Ciro Immobile,FWD,17,Italy,36,10,3,1,540,4,0,0,0,Yes,Club legend / striker (moved to Besiktas)
Pedro Rodríguez,FWD,9,Spain,38,15,4,2,810,6,0,0,0,No,Veteran forward
Felipe Anderson,FWD,7,Brazil,32,15,2,2,900,4,0,1,0,No,Winger
Castellanos Valentín,FWD,11,Argentina,27,28,11,4,2160,15,0,1,0,No,Striker
Tavares Nuno,DEF,11,Portugal,26,28,1,5,2160,6,0,3,0,No,Left-back
Isaksen Gustav,FWD,19,Denmark,25,25,5,4,1800,9,0,1,0,No,Winger
Tchaouna Loum,FWD,17,Senegal,22,18,3,2,1080,5,0,0,0,No,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Giorgi Mamardashvili,GK,25,Georgia,25,5,0,0,450,0,1,0,0,No,Goalkeeper (listed at multiple clubs)
Pepe Reina,GK,25,Spain,43,0,0,0,0,0,0,0,0,No,Retired legend
Bart Verbruggen,GK,1,Netherlands,23,5,0,0,450,0,1,0,0,No,Goalkeeper (also at Brighton)
Fabio Miretti,MID,20,Italy,23,22,2,3,1530,5,0,2,0,Yes,Young midfielder
Arthur Theate,DEF,15,Belgium,26,28,1,0,2160,1,7,3,0,No,Centre-back
Samuele Ricci,MID,28,Italy,24,30,2,4,2430,6,0,2,0,Yes,Central midfielder
Valentino Lazaro,DEF,28,Austria,30,18,1,2,1260,3,0,1,0,No,Right-back
Ché Adams,FWD,9,Scotland,30,22,6,3,1530,9,0,1,0,No,Striker
Mergim Vojvoda,DEF,18,Kosovo,30,20,0,1,1440,1,0,2,0,No,Right-back
Wahbi Khazri,FWD,10,Tunisia,35,10,2,1,630,3,0,0,0,No,Veteran winger
Ricardo Rodríguez,DEF,13,Switzerland,34,20,0,1,1440,1,0,1,0,No,Left-back
Perr Schuurs,DEF,3,Netherlands,25,15,0,0,990,0,0,1,0,No,Centre-back (recovering from injury)
Nikola Vlašić,MID,10,Croatia,28,28,5,5,2025,10,0,2,0,No,Attacking midfielder
Adam Marusic,DEF,77,Montenegro,34,5,0,0,315,0,0,0,0,No,Defender
Duván Zapata,FWD,91,Colombia,35,10,3,1,630,4,0,1,0,No,Striker (recovering from injury)
Ivan Ilic,MID,8,Serbia,25,22,2,2,1530,4,0,2,0,No,Midfielder
Alessandro Buongiorno,DEF,4,Italy,27,5,0,0,315,0,0,0,0,No,Defender (also at Napoli)
Karol Linetty,MID,6,Poland,31,20,1,2,1350,3,0,2,0,No,Midfielder
Simone Verdi,MID,24,Italy,33,12,1,1,720,2,0,0,0,Yes,Attacking midfielder
Adrien Tameze,MID,15,France,32,18,0,1,1260,1,0,2,0,No,Midfielder
Denis Vanzetto,GK,32,Italy,28,28,0,0,2520,0,9,0,0,Yes,First-choice goalkeeper (Torino main GK)
Mirko Palumbo,FWD,17,Italy,23,15,3,2,900,5,0,0,0,Yes,Young striker
Stefan Milinković-Savić,GK,31,Serbia,30,30,0,0,2700,0,9,0,0,No,First-choice goalkeeper (alt)
Saša Lukić,MID,10,Serbia,29,22,3,3,1530,6,0,2,0,No,Attacking midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Andrés Fernández,GK,13,Spain,37,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Diego Conde,GK,1,Spain,27,28,0,0,2520,0,9,0,0,Yes,First-choice goalkeeper
Jaume Doménech,GK,25,Spain,36,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Cristhian Mosquera,DEF,16,Colombia,22,5,0,0,315,0,0,0,0,No,Defender (also at Valencia)
Mouctar Diakhaby,DEF,23,Guinea,29,5,0,0,360,0,0,0,0,No,Defender (also at Valencia)
Thierry Correia,DEF,12,Portugal,28,5,0,0,360,0,0,0,0,No,Right-back (also at Valencia)
José Gaya,DEF,14,Spain,31,5,0,0,315,0,0,0,0,No,Left-back (also at Valencia)
Kluivert Justin,FWD,7,Netherlands,28,5,0,1,315,1,0,0,0,No,Winger (also at Valencia)
Hugo Duro,FWD,9,Spain,26,30,11,4,2430,15,0,1,0,Yes,Striker
Ilaix Moriba,MID,14,Guinea,24,22,2,3,1530,5,0,2,0,No,Midfielder
Pepelu,MID,8,Spain,26,5,0,0,315,0,0,0,0,Yes,Midfielder (also at Valencia)
Dani Parejo,MID,10,Spain,37,20,2,4,1440,6,0,2,0,Yes,Captain / veteran midfielder
Almudena Díez,MID,6,Spain,24,18,1,2,1260,3,0,1,0,Yes,Midfielder
Marco Asensio,FWD,11,Spain,30,5,0,1,315,1,0,0,0,Yes,Winger (listed at multiple clubs)
Marcos Alonso,DEF,23,Spain,35,10,0,1,630,1,0,1,0,Yes,Left-back veteran
Jorge Cuenca,DEF,4,Spain,27,25,0,0,1800,0,0,3,0,Yes,Centre-back
Álvaro Borrero,DEF,3,Spain,24,20,0,1,1440,1,0,1,0,Yes,Left-back
Juan Foyth,DEF,21,Argentina,28,22,0,1,1620,1,0,2,0,No,Right-back
Etienne Capoue,MID,5,France,38,10,0,0,630,0,0,1,0,No,Veteran defensive midfielder
Ayoze Pérez,FWD,17,Spain,32,22,5,4,1530,9,0,0,0,Yes,Forward
Samuel Chukwueze,FWD,21,Nigeria,27,5,1,0,270,1,0,0,0,No,Winger (also at Milan)
Boulaye Dia,FWD,11,Senegal,28,28,9,4,2025,13,0,1,0,No,Striker
Mamadou Mbaye,FWD,19,Senegal,22,15,3,2,900,5,0,0,0,No,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Lukáš Hrádecký,GK,1,Finland,37,5,0,0,450,0,1,0,0,No,Goalkeeper (also at Leverkusen)
Tomáš Vaclík,GK,1,Czech Republic,37,5,0,0,450,0,1,0,0,No,Veteran goalkeeper
Martin Jedlička,GK,16,Czech Republic,32,5,0,0,450,0,1,0,0,No,Goalkeeper (also at Slavia Prague)
Lukáš Sadílek,DEF,19,Czech Republic,28,28,0,2,2160,2,0,2,0,No,Right-back
Ladislav Krejčí,DEF,4,Czech Republic,28,30,2,1,2430,3,8,3,0,No,Centre-back
Filip Blecha,GK,1,Czech Republic,26,30,0,0,2700,0,9,0,0,No,First-choice goalkeeper
Jakub Brabec,DEF,5,Czech Republic,34,22,0,0,1620,0,0,2,0,No,Centre-back
David Pašek,DEF,3,Czech Republic,28,18,0,1,1260,1,0,2,0,No,Left-back
Ondřej Šašinka,FWD,9,Czech Republic,27,22,6,3,1530,9,0,1,0,No,Striker
Jakub Pešek,FWD,11,Czech Republic,27,20,4,4,1350,8,0,1,0,No,Winger
Jan Kuchta,FWD,9,Czech Republic,29,25,8,3,1890,11,0,1,0,No,Striker
Martin Frýdek,MID,8,Czech Republic,32,20,2,3,1440,5,0,2,0,No,Midfielder
Tomáš Chorý,FWD,19,Czech Republic,30,20,6,2,1350,8,0,1,0,No,Striker
Pavel Bucha,MID,28,Czech Republic,28,22,1,2,1530,3,0,2,0,No,Midfielder
Václav Sejk,FWD,22,Czech Republic,24,18,4,2,1170,6,0,0,0,No,Young striker
Jiří Skalák,FWD,7,Czech Republic,34,15,2,2,1080,4,0,0,0,No,Veteran winger
Michal Sadílek,MID,17,Czech Republic,26,20,1,2,1350,3,0,2,0,No,Midfielder
Minsk Kanga,FWD,10,Czech Republic,25,18,3,3,1170,6,0,1,0,No,Attacking midfielder
David Hejda,DEF,6,Czech Republic,37,15,0,0,1080,0,0,1,0,No,Veteran centre-back
Patrik Vydra,FWD,23,Czech Republic,35,10,2,1,630,3,0,0,0,No,Veteran striker
Antonín Barák,MID,25,Czech Republic,31,18,2,3,1260,5,0,1,0,No,Attacking midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Kasper Schmeichel,GK,1,Denmark,39,30,0,0,2700,0,9,0,0,No,First-choice goalkeeper
Sten Michael Grytebust,GK,33,Norway,35,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Tobias Mikkelsen,GK,16,Denmark,32,4,0,0,360,0,0,0,0,No,Third-choice goalkeeper
Eric Martel,MID,8,Germany,25,25,1,2,1800,3,0,2,0,No,Midfielder
Jens Stage,MID,6,Denmark,29,25,2,3,1890,5,0,3,0,No,Midfielder
Elias Jelert,DEF,2,Denmark,23,28,1,3,2160,4,0,2,0,No,Right-back
Markus Kildebæk,DEF,3,Denmark,24,22,0,1,1530,1,0,1,0,No,Left-back
Diogo Gonçalves,FWD,10,Portugal,29,28,5,5,2025,10,0,1,0,No,Attacking midfielder
Jordan Larsson,FWD,27,Sweden,30,22,5,4,1530,9,0,0,0,No,Winger
Michael Santos,FWD,9,Uruguay,32,22,7,3,1530,10,0,1,0,No,Striker
Kevin Diks,DEF,5,Netherlands,31,22,0,1,1530,1,0,2,0,No,Right-back
William Böving,FWD,11,Denmark,24,22,4,3,1440,7,0,0,0,No,Young winger
David Osei-Wusu,MID,14,Germany,26,20,1,2,1350,3,0,2,0,No,Midfielder
Hákon Arnar Haraldsson,MID,17,Iceland,24,5,0,0,315,0,0,0,0,No,Midfielder (also at Lille)
Viktor Claesson,FWD,22,Sweden,34,20,3,3,1350,6,0,0,0,No,Veteran winger
Viktor Tranberg,MID,25,Denmark,25,18,1,1,1260,2,0,1,0,No,Midfielder
Nicolai Boilesen,DEF,13,Denmark,36,10,0,0,630,0,0,1,0,No,Veteran left-back
Lukas Lerager,MID,7,Denmark,32,5,0,0,315,0,0,0,0,No,Midfielder (also at FC Copenhagen)
Niklas Vestergaard,DEF,6,Denmark,34,20,0,0,1440,0,0,2,0,No,Centre-back veteran
Kian Hansen,DEF,4,Denmark,38,8,0,0,450,0,0,1,0,No,Veteran centre-back
Mikkel Damsgaard,MID,24,Denmark,25,28,4,5,2025,9,0,1,0,No,Attacking midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Mahmut Tekdemir,GK,1,Turkey,28,30,0,0,2700,0,9,0,0,No,First-choice goalkeeper
Adnan Golubović,GK,77,Bosnia,27,8,0,0,720,0,2,0,0,No,Backup goalkeeper
Milan Borjan,GK,23,Serbia,38,5,0,0,450,0,1,0,0,No,Third-choice goalkeeper
Erdinç Karakaş,DEF,2,Turkey,25,22,0,1,1530,1,0,2,0,No,Right-back
Taras Stepanenko,MID,6,Ukraine,37,15,0,1,1080,1,0,2,0,No,Veteran midfielder
Jonathan Cafú,FWD,77,Portugal,32,25,4,5,1800,9,0,1,0,No,Winger
Wilfried Zaha,FWD,10,Ivory Coast,33,22,5,3,1530,8,0,1,0,No,Winger
Mykhaylo Mudryk,FWD,15,Ukraine,25,5,0,0,270,0,0,0,0,No,Winger (listed at multiple clubs)
Danylo Ignatenko,MID,14,Ukraine,26,20,1,2,1350,3,0,2,0,No,Midfielder
Artem Dovbyk,FWD,9,Ukraine,28,22,8,3,1620,11,0,1,0,No,Striker
Michael Olise,FWD,7,France,24,5,1,0,315,1,0,0,0,No,Winger (listed at multiple clubs)
Vladyslav Buyalskyi,MID,8,Ukraine,30,28,3,4,2160,7,0,3,0,No,Midfielder
Vinícius Tobias,DEF,3,Brazil,23,22,0,2,1530,2,0,1,0,No,Left-back
Dmytro Riznyk,GK,95,Ukraine,22,32,0,0,2880,0,10,0,0,No,Young first-choice goalkeeper
Mykola Shaparenko,MID,10,Ukraine,29,30,4,5,2250,9,0,2,0,No,Central midfielder
Oleksandr Zinchenko,DEF,35,Ukraine,29,5,0,0,315,0,0,0,0,No,Defender (at Arsenal)
Georgiy Sudakov,MID,24,Ukraine,24,32,6,7,2520,13,0,2,0,No,Star midfielder
Artem Bondarenko,DEF,25,Ukraine,26,20,0,1,1440,1,0,2,0,No,Right-back
Heorhii Tsitaishvili,FWD,19,Georgia,27,10,1,1,630,2,0,1,0,No,Winger
Lucas Beljo,FWD,11,Croatia,25,25,7,3,1800,10,0,1,0,No,Striker
Tymur Kavertsev,DEF,4,Ukraine,26,20,0,0,1440,0,0,2,0,No,Centre-back
Maksym Braharu,DEF,5,Ukraine,24,18,0,0,1260,0,0,1,0,No,Centre-back
